54,21,1,880.18,86-(680)626-7445
55,35,2,435.46,351-(228)368-1775
56,37,2,563.17,358-(473)916-5958
57,26,1,525.49,380-(316)906-5786
58,26,3,681.0,7-(631)689-1081
59,40,1,511.51,54-(559)666-7290
60,29,2,849.25,52-(644)260-5663
61,31,1,959.6,48-(767)806-1992
62,28,1,566.84,86-(638)827-6574
63,22,3,230.22,352-(338)717-7898
64,23,2,884.99,967-(609)536-4018
65,39,1,837.51,48-(278)908-5868
66,25,1,599.3,93-(623)294-2383
67,22,2,106.09,86-(822)452-2643
68,39,3,900.22,27-(339)147-5621
69,23,3,985.84,1-(682)157-8197
70,40,1,736.42,375-(524)708-8513
71,36,2,429.31,86-(874)802-6119
72,37,1,148.38,7-(895)901-2831
73,26,3,397.21,62-(130)845-8652
74,22,2,531.44,598-(567)416-1836
75,32,1,259.73,62-(300)385-2199
76,35,2,920.25,86-(636)202-9088
77,27,2,894.47,385-(167)786-9528
78,24,1,886.0,30-(177)656-9357
79,40,2,415.1,33-(690)480-2065
80,34,3,362.88,86-(120)103-6546
81,34,2,395.86,998-(664)670-2952
82,36,3,285.07,62-(731)711-3354
83,36,3,538.05,7-(729)404-8710
84,24,2,760.25,976-(151)118-0793
85,25,3,169.93,351-(218)905-3435
86,20,3,591.19,504-(625)782-4381
87,29,2,964.3,970-(719)934-1270
88,36,3,586.08,351-(778)678-5210
89,22,1,702.01,52-(771)359-2131
90,30,2,168.3,1-(214)361-1228
91,29,3,502.46,46-(199)343-9133
92,36,1,395.1,86-(892)794-5340
93,31,1,563.63,380-(231)136-1860
94,22,1,643.83,62-(282)491-3732
95,32,3,886.43,86-(827)417-6600
96,27,3,521.69,53-(837)283-7858
97,21,3,390.74,86-(736)942-4508
98,37,1,746.88,46-(819)468-8772
99,39,3,982.4,970-(573)830-8042
100,28,3,384.54,86-(487)928-8194
101,29,1,259.15,86-(761)941-0038
102,25,1,313.84,86-(311)628-6687
103,30,3,517.15,375-(274)657-5487
104,33,2,357.49,30-(595)635-8825
105,32,3,387.31,351-(871)365-2709
106,30,1,547.37,7-(242)124-6273
107,25,2,268.59,86-(359)191-0200
108,24,1,470.19,86-(169)914-1362
109,34,2,930.5,593-(457)481-2907
110,23,3,139.33,62-(528)901-3199
111,26,2,406.97,92-(605)726-1364
112,29,3,995.45,7-(518)912-9069
113,38,1,328.57,94-(929)991-7221
114,26,1,906.82,61-(672)155-2400
115,40,1,130.29,976-(136)620-9636
116,21,1,966.33,353-(889)735-0241
117,33,2,978.04,84-(509)363-0405
118,31,3,981.77,86-(434)463-3273
119,33,3,762.53,60-(571)465-7202
120,35,1,794.93,63-(413)345-1561
121,20,3,850.72,371-(445)611-8273
122,31,1,159.4,86-(264)367-6091
123,36,3,446.4,62-(415)932-5573
124,30,2,681.17,62-(295)452-5664
125,26,3,357.96,55-(771)967-8781
126,37,1,589.4,62-(250)631-4904
127,20,2,399.71,86-(663)770-6344
128,20,3,643.4,62-(615)933-5757
129,22,2,162.71,52-(904)583-5867
130,26,1,485.17,358-(606)519-5830
131,26,1,902.54,7-(722)242-2987
132,33,1,317.82,48-(678)102-7469
133,29,3,739.44,351-(578)243-4907
134,37,3,156.82,86-(868)410-1841
135,39,1,501.11,86-(700)172-0996
136,25,3,826.98,57-(645)357-0280
137,31,1,765.92,62-(949)917-3668
138,36,1,529.32,7-(394)593-7338
139,37,1,674.91,1-(443)840-0891
140,29,2,765.65,86-(346)300-1674
141,25,2,583.9,55-(691)914-3986
142,23,2,905.4,48-(471)486-5681
143,26,1,483.69,234-(852)697-2453
144,39,2,717.69,86-(190)333-9336
145,26,1,106.68,33-(252)603-5463
146,20,1,497.24,86-(154)218-3815
147,25,2,481.91,1-(206)978-8443
148,34,1,446.31,54-(476)607-0548
149,35,3,463.92,48-(992)865-9892
150,21,3,165.78,504-(478)778-5909
151,26,2,775.64,86-(841)236-8855
152,25,2,669.85,267-(282)674-6147
153,23,3,824.25,51-(232)602-8382
154,29,2,690.87,263-(245)460-5168
155,40,1,597.1,1-(414)930-7955
156,33,3,794.55,420-(995)381-7395
157,37,2,595.09,353-(701)785-5020
158,35,2,634.38,62-(101)266-1621
159,31,2,288.0,255-(217)946-8178
160,31,2,186.13,351-(417)914-5741
161,37,2,662.84,351-(189)274-9332
162,24,3,298.87,389-(765)242-9470
163,20,1,953.0,249-(449)970-9930
164,20,3,337.39,63-(286)545-6380
165,40,2,227.71,33-(520)939-8419
166,24,3,156.5,229-(464)825-0593
167,27,3,949.99,86-(542)933-0657
168,33,2,131.63,94-(491)919-2267
169,20,3,458.7,7-(301)657-2051
170,37,2,182.75,86-(848)104-8417
171,40,3,908.44,58-(225)915-5110
172,26,2,990.85,51-(240)346-9460
173,37,1,607.59,351-(804)684-4917
174,23,2,199.54,86-(843)923-4129
175,24,1,522.35,1-(127)473-7280
176,21,1,204.83,62-(929)321-2427
177,32,3,132.74,62-(988)381-0672
178,32,3,308.19,48-(132)419-7236
179,35,1,921.09,86-(243)849-0570
180,32,1,923.24,86-(138)456-2724
181,23,1,966.51,48-(522)744-6181
182,26,1,518.63,62-(601)719-3950
183,36,3,745.05,86-(890)978-7818
184,23,2,643.59,420-(732)302-2425
185,23,3,131.35,30-(965)476-1636
186,29,3,426.46,234-(510)811-3317
187,27,2,668.74,33-(706)206-4715
188,40,2,627.13,58-(289)139-2228
189,25,1,408.16,63-(708)829-5110
190,24,1,432.01,7-(912)944-4930
191,36,2,376.6,62-(307)651-3645
192,40,1,733.98,46-(518)217-8890
193,22,3,953.27,46-(791)887-5897
194,31,1,207.72,420-(977)993-7119
195,24,2,877.18,86-(113)217-4227
196,22,1,913.3,593-(741)204-7572
197,25,1,877.49,1-(275)476-0824
198,20,1,484.59,678-(409)940-0564
199,33,1,646.41,380-(690)809-2711
200,33,2,623.54,62-(288)246-6900
201,38,2,142.46,55-(840)718-5665
202,37,3,663.35,1-(439)241-4029
203,30,2,843.21,972-(974)628-3460
204,31,3,374.66,62-(305)137-8948
205,20,2,826.65,81-(602)884-7858
206,27,1,521.61,55-(596)793-2896
207,31,1,877.32,51-(570)288-0130
208,22,1,690.98,48-(287)195-1442
209,26,2,722.91,63-(590)184-4092
210,36,2,358.45,81-(342)871-8388
211,39,2,538.62,63-(173)371-7961
212,26,3,401.79,86-(995)681-7723
213,33,3,600.77,963-(795)661-5633
214,26,1,596.53,63-(943)996-8683
215,30,2,564.11,63-(790)423-3863
216,34,3,178.79,86-(810)874-5461
217,34,1,435.77,62-(790)798-4421
218,23,1,226.21,33-(748)977-7388
219,26,2,287.99,62-(494)612-0934
220,24,2,365.85,86-(979)454-2607
221,26,2,333.42,86-(627)139-4303
222,31,3,122.14,62-(437)792-9301
223,24,2,995.35,86-(125)697-9730
224,29,1,877.12,387-(112)770-0167
225,33,1,524.0,86-(228)470-0956
226,35,2,706.17,48-(641)969-4624
227,31,1,877.81,30-(470)982-9594
228,23,2,443.46,995-(704)856-0070
229,40,3,885.29,55-(296)754-1602
230,25,1,222.69,86-(892)130-2002
231,24,1,509.18,30-(718)334-9660
232,25,2,397.62,54-(630)316-5151
233,21,1,597.8,7-(213)709-9714
234,39,2,364.95,7-(590)971-0212
235,28,2,752.95,86-(745)148-9341
236,39,1,233.95,51-(249)648-3623
237,35,2,916.16,1-(336)733-7599
238,30,3,374.54,598-(872)869-2314
239,31,3,313.16,81-(666)179-2679
240,34,3,729.62,7-(111)368-9211
241,30,2,252.23,84-(523)514-6334
242,37,3,543.19,86-(151)811-0816
243,39,3,177.62,420-(555)135-0083
244,25,2,760.68,375-(726)492-2012
245,25,3,819.98,1-(681)780-7520
246,29,1,617.53,63-(695)665-3218
247,32,3,456.43,382-(776)344-3806
248,40,1,857.79,57-(290)369-9455
249,35,1,730.2,351-(646)661-0510
250,20,2,188.83,967-(345)879-1985
251,27,2,103.94,48-(827)779-7576
252,36,3,243.59,48-(952)459-8306
253,20,2,449.15,93-(774)453-4645
254,28,2,207.81,86-(153)891-2549
255,26,3,720.59,261-(773)644-3631
256,38,3,427.65,86-(273)116-0342
257,30,2,975.81,7-(564)518-4338
258,26,1,871.7,7-(550)566-7994
259,27,3,707.95,86-(436)271-1611
260,37,1,710.08,57-(294)434-7734
261,32,3,134.85,420-(198)454-6352
262,39,1,977.13,242-(548)572-4179
263,35,3,256.56,63-(251)131-2186
264,37,1,105.06,52-(131)465-7792
265,30,3,829.7,98-(303)690-2796
266,40,2,831.65,62-(970)313-2434
267,22,3,791.43,62-(464)567-2479
268,32,3,581.71,381-(732)377-3468
269,40,3,798.43,81-(130)718-4650
270,20,2,245.66,63-(418)259-5374
271,32,2,818.55,86-(695)232-7065
272,24,2,249.37,380-(891)736-2189
273,32,3,219.38,63-(197)892-3668
274,21,1,652.89,7-(782)738-5532
275,39,2,422.16,375-(654)652-1511
276,23,1,436.7,46-(992)748-2454
277,35,1,322.47,351-(682)626-8133
278,37,3,346.76,351-(719)298-4158
279,37,1,734.51,62-(914)848-7352
280,20,2,105.68,86-(300)918-0132
281,37,1,523.27,357-(787)597-1075
282,29,2,111.92,49-(977)553-0559
283,39,2,920.26,81-(531)362-0197
284,37,1,957.01,60-(736)613-3308
285,21,3,529.16,48-(171)471-8526
286,29,1,168.17,386-(642)213-1804
287,20,1,302.32,230-(543)514-1813
288,39,3,599.27,389-(943)909-3399
289,27,1,431.06,33-(237)596-6963
290,20,3,114.93,7-(147)751-8041
291,30,2,712.52,62-(940)261-0553
292,34,2,650.21,595-(663)910-2450
293,29,3,539.09,7-(987)891-0731
294,40,2,620.15,86-(547)373-0738
295,34,2,122.44,52-(765)253-0915
296,39,1,434.53,967-(782)669-3933
297,26,1,808.04,593-(935)261-1035
298,22,2,704.85,86-(449)670-1944
299,27,2,509.25,62-(934)776-4819
300,28,3,512.02,62-(110)426-4164
301,20,2,580.71,374-(478)305-8370
302,38,2,498.52,1-(869)295-0027
303,37,2,884.81,86-(885)751-6405
304,36,2,397.55,380-(615)645-7196
305,34,1,983.41,86-(765)461-1218
306,36,1,533.37,7-(591)311-1780
307,32,2,716.67,7-(852)290-3879
308,36,2,129.72,55-(271)624-8982
309,34,1,885.45,55-(247)864-0132
310,38,2,322.76,7-(453)956-4839
311,33,1,751.6,33-(142)739-6369
312,36,3,881.25,86-(581)563-1775
313,23,3,174.78,55-(757)602-9733
314,39,2,139.53,33-(771)603-3216
315,20,2,311.54,86-(585)793-2543
316,36,3,871.73,60-(446)647-6375
317,37,3,741.53,66-(624)944-5107
318,32,3,706.48,63-(844)669-8421
319,24,2,575.5,55-(949)654-1420
320,40,2,799.93,351-(715)986-8750
321,38,2,434.53,62-(922)592-8003
322,39,2,586.15,66-(802)878-3114
323,29,1,369.17,225-(216)264-0217
324,22,2,541.24,63-(264)898-4374
325,36,2,143.07,33-(994)865-4221
326,20,3,765.84,383-(686)382-7542
327,39,3,758.29,98-(181)949-2430
328,38,2,167.35,63-(310)483-4785
329,22,1,755.34,62-(403)623-4396
330,25,1,581.21,55-(608)647-7924
331,27,3,657.67,7-(717)784-6267
332,26,3,792.52,62-(898)711-5336
333,20,3,926.68,86-(305)907-9371
334,37,3,529.87,46-(787)613-3575
335,38,2,515.94,81-(301)912-1021
336,21,1,242.18,33-(156)522-7210
337,37,2,579.91,260-(761)260-1164
338,35,3,866.14,55-(948)674-7862
339,22,3,805.96,81-(831)674-4682
340,39,1,654.71,359-(869)316-9854
341,37,2,696.71,86-(793)627-5289
342,29,2,860.5,51-(516)798-7640
343,35,2,562.55,351-(659)962-4785
344,20,1,383.14,62-(926)630-8633
345,26,3,826.69,7-(322)652-1878
346,38,2,885.55,86-(756)128-4451
347,37,3,967.44,353-(207)573-3847
348,31,1,650.67,502-(510)679-3704
349,38,2,154.91,62-(884)119-1070
350,33,3,579.75,55-(581)518-2689
351,40,3,588.51,62-(267)317-5214
352,40,2,663.13,86-(584)604-5761
353,32,2,963.63,86-(154)607-5905
354,20,3,748.99,358-(808)638-7768
355,23,2,949.35,62-(270)976-9198
356,31,3,326.42,351-(116)431-2414
357,34,2,945.29,48-(895)404-0155
358,25,1,643.95,55-(995)360-7313
359,29,1,733.65,62-(995)389-4947
360,32,2,531.52,225-(585)436-1497
361,29,3,587.81,385-(967)881-1274
362,38,3,173.91,33-(137)536-1842
363,33,1,449.45,86-(851)399-3679
364,21,2,960.51,48-(903)367-6612
365,37,3,148.5,81-(720)867-5899
366,40,3,428.52,82-(708)396-8794
367,25,2,582.07,55-(116)308-2327
368,34,3,670.86,86-(416)951-4036
369,34,1,521.51,386-(562)448-9648
370,21,1,891.56,62-(752)900-3627
371,27,1,238.6,58-(340)839-7393
372,35,2,828.41,86-(179)101-5920
373,37,3,890.6,63-(458)927-3744
374,30,3,288.82,351-(689)714-4901
375,20,2,770.2,66-(401)605-6086
376,21,3,395.55,355-(160)405-0110
377,25,2,298.66,86-(593)266-0496
378,36,2,247.68,7-(420)637-5407
379,36,2,727.88,48-(234)698-4386
380,28,2,544.43,62-(216)731-5207
381,30,3,390.31,86-(553)119-6228
382,37,3,656.47,33-(772)906-2293
383,25,2,967.62,46-(845)362-1222
384,37,3,676.33,81-(252)221-6756
385,23,1,383.8,30-(504)911-7778
386,32,3,839.43,62-(983)751-6619
387,27,3,516.89,856-(181)190-7557
388,33,3,855.44,7-(274)146-0870
389,40,1,979.89,1-(405)232-5411
390,25,3,228.22,48-(496)412-1766
391,25,3,931.12,380-(245)791-3183
392,34,3,271.54,351-(807)283-9939
393,32,1,364.64,62-(368)270-6320
394,40,2,706.27,386-(456)403-1282
395,22,1,590.53,371-(203)476-0060
396,37,3,462.6,249-(833)386-1927
397,30,3,794.72,994-(829)192-0973
398,36,1,585.67,504-(356)374-6794
399,31,1,124.32,62-(302)153-6948
400,25,3,745.32,86-(237)869-7546
401,26,3,722.44,81-(295)445-5504
402,21,2,561.94,86-(549)506-7842
403,34,3,913.42,81-(179)148-8467
404,32,1,845.36,49-(978)561-7490
405,39,3,512.73,86-(993)288-5599
406,33,3,996.19,359-(444)298-4716
407,29,3,107.81,351-(622)416-1653
408,33,2,477.08,34-(679)125-3314
409,26,1,258.82,976-(942)143-9795
410,28,2,233.83,46-(681)690-5266
411,22,3,481.93,54-(331)598-8611
412,31,2,656.83,86-(765)695-3017
413,40,2,370.83,47-(855)907-4692
414,32,2,122.06,86-(937)406-1060
415,40,2,772.24,967-(115)638-6302
416,26,3,160.58,27-(649)492-8954
417,22,3,665.29,86-(210)481-6975
418,28,3,544.17,971-(960)471-1982
419,33,3,869.3,86-(455)568-5370
420,24,2,177.88,381-(493)783-8843
421,38,1,864.96,62-(461)186-6729
422,35,2,893.8,62-(788)920-8204
423,37,2,863.69,7-(975)157-7440
424,30,3,350.51,86-(343)767-1579
425,36,2,895.27,86-(721)924-1037
426,20,1,224.75,66-(676)722-1796
427,38,1,722.76,86-(143)619-7167
428,32,1,798.93,48-(645)893-3069
429,21,3,283.17,63-(662)463-7232
430,35,2,922.12,86-(556)341-0550
431,23,2,472.83,55-(194)883-9348
432,40,1,709.81,86-(463)233-3093
433,40,3,577.25,48-(540)448-2549
434,25,2,533.6,86-(867)228-8779
435,33,1,561.7,86-(660)234-4724
436,38,2,108.26,49-(780)808-6172
437,26,1,130.34,220-(858)951-7147
438,21,1,166.15,94-(880)949-7564
439,33,2,110.13,48-(491)292-3375
440,31,1,266.35,92-(398)953-3920
441,27,2,994.96,86-(728)592-3530
442,39,3,418.08,856-(956)620-4251
443,20,1,967.53,380-(226)874-6340
444,34,3,764.32,62-(138)350-9521
445,40,1,235.82,62-(934)230-1877
446,28,2,726.45,48-(266)947-3506
447,39,1,886.72,62-(123)528-7556
448,40,2,256.65,66-(784)812-6273
449,28,1,132.68,509-(533)613-5758
450,28,2,971.49,62-(103)784-5322
451,40,1,151.66,351-(976)803-7634
452,32,3,495.2,86-(466)905-6291
453,32,1,165.75,351-(340)239-0613
454,40,1,943.09,7-(390)584-9090
455,32,1,749.16,967-(713)425-0003
456,20,3,726.77,62-(371)235-1532
457,34,1,164.43,58-(287)493-4233
458,23,3,432.64,62-(298)799-3060
459,33,1,754.3,86-(991)659-6212
460,27,1,697.82,504-(420)565-9167
461,23,1,981.68,62-(880)888-7568
462,31,1,683.45,62-(500)306-6978
463,23,3,416.99,86-(624)308-6594
464,23,2,853.38,86-(971)382-3530
465,25,1,618.43,66-(703)186-8586
466,25,1,962.19,62-(945)715-0332
467,33,1,908.5,62-(732)444-0215
468,25,3,705.54,381-(741)677-8998
469,38,1,761.2,86-(987)287-0294
470,31,1,788.84,351-(514)773-8462
471,40,2,923.74,86-(488)419-7385
472,34,3,246.71,51-(649)939-7642
473,39,2,348.29,98-(554)416-7098
474,35,3,769.36,1-(818)307-9584
475,20,2,190.11,62-(516)326-4117
476,24,1,968.95,62-(328)361-1435
477,26,2,307.88,1-(718)457-1946
478,22,1,300.69,381-(977)308-3546
479,22,2,740.66,62-(223)611-6133
480,35,3,746.73,55-(633)906-7619
481,26,2,822.75,63-(905)309-9346
482,20,2,835.72,86-(612)533-2404
483,32,3,194.47,7-(631)819-9579
484,32,2,177.68,673-(715)183-3454
485,27,3,836.08,48-(419)413-5572
486,22,3,937.87,381-(159)520-7424
487,25,1,807.33,994-(423)249-4254
488,32,1,761.03,380-(750)407-0001
489,38,2,685.25,86-(736)264-7674
490,34,1,222.16,49-(806)189-7105
491,37,2,827.41,598-(794)481-4123
492,36,2,916.4,48-(408)409-3387
493,23,2,562.69,7-(718)974-1653
494,38,2,947.43,81-(543)950-6899
495,36,2,302.32,82-(300)970-3944
496,34,1,503.09,976-(808)365-1801
497,38,1,853.76,62-(260)244-2075
498,35,1,887.03,92-(162)661-1205
499,29,3,402.21,39-(714)500-5890
500,32,2,270.17,86-(177)523-0992
501,20,3,964.78,30-(504)479-7232
502,34,1,701.63,33-(787)241-1719
503,37,3,758.69,976-(610)864-8680
504,40,2,209.42,92-(609)640-1887
505,33,1,952.97,7-(468)262-0306
506,38,1,681.19,86-(562)228-5336
507,23,3,169.04,62-(416)869-1507
508,32,2,357.25,856-(886)224-2928
509,40,2,605.32,86-(384)302-4228
510,39,2,774.52,62-(453)998-6405
511,32,2,459.73,86-(235)676-5857
512,22,2,656.66,84-(383)932-4713
513,27,3,805.43,62-(925)594-4544
514,40,2,715.39,62-(977)757-0590
515,24,3,652.31,1-(646)340-6535
516,35,3,817.78,62-(185)907-9146
517,30,2,536.17,55-(247)504-3868
518,36,3,964.18,62-(411)610-5201
519,35,3,556.26,57-(485)188-6648
520,38,2,823.21,86-(102)276-0883
521,39,1,980.99,55-(687)991-1578
522,35,2,856.07,269-(739)187-4066
523,25,1,944.98,46-(220)873-3087
524,22,3,540.85,98-(526)590-6937
525,40,3,371.57,62-(278)305-5072
526,27,1,304.8,351-(709)220-6136
527,31,1,547.73,54-(851)329-7474
528,34,2,243.3,86-(528)471-8497
529,40,1,754.54,226-(821)855-7783
530,20,3,555.0,356-(122)213-7777
531,33,2,119.08,33-(529)193-4402
532,22,1,139.06,48-(988)583-1564
533,22,3,171.47,86-(860)289-9461
534,28,2,684.06,82-(954)303-8505
535,28,3,107.34,48-(125)508-0765
536,25,3,787.63,351-(487)914-9133
537,37,2,231.72,266-(525)119-2277
538,24,2,682.51,86-(701)786-7368
539,20,2,725.45,86-(646)387-7269
540,24,2,780.24,62-(174)494-3029
